4.013970056216171400e+01,7.309582976024961454e+01
3.728022214284635538e+01,7.748700145568396636e+01
3.859897470311653933e+01,7.598471798462138338e+01
4.001128748022086512e+01,7.545288677215461348e+01
3.927925589019581309e+01,7.377195762024878434e+01
3.813534311754982298e+01,7.476290780616719189e+01
3.709882066328121653e+01,7.377408140317970719e+01
3.721831506052921412e+01,7.462260971143534505e+01
4.074649875204589478e+01,7.358618211664405351e+01
3.728975070159857808e+01,7.604058326242268606e+01
4.097129283879935713e+01,7.324876698190720958e+01
3.869180669656288529e+01,7.693990523910699153e+01
4.130525253321474111e+01,7.407486221800786552e+01
4.078014972560706752e+01,7.294739052929855916e+01
3.845252946868396293e+01,7.385708876948035595e+01
4.101688464310621640e+01,7.624208096393492440e+01
3.891848047276452860e+01,7.522835987578481820e+01
3.987858124825509520e+01,7.545079640051379499e+01
3.761536158348940262e+01,7.754703439786615604e+01
4.032805753064551624e+01,8.272889886183065755e+01
4.133997590362925223e+01,8.229909708034790583e+01
3.747038469487277013e+01,8.006862585704698176e+01
3.863632113561508419e+01,7.798909558856479407e+01
3.933614281919560796e+01,8.223682702451245063e+01
3.934885250620216368e+01,7.904856701124269591e+01
3.929656004336970909e+01,8.282826612516447540e+01
4.133908381139364963e+01,7.898147501374478452e+01
3.851940556459403808e+01,8.005300141161045246e+01
4.094701438777136815e+01,8.292918458932960846e+01
3.821116907901588178e+01,8.270382348683168061e+01
3.805113212213620955e+01,7.909527917388109586e+01
3.997394050401850762e+01,8.112744565725294876e+01
3.691388048295582536e+01,7.807199228307635508e+01
3.909129247448517219e+01,8.023534823956616435e+01
4.111234957763612385e+01,7.861808959916946549e+01
4.076583920777884629e+01,8.026773560085950976e+01
4.029912214518410707e+01,8.307041101595076782e+01
4.002570584868185932e+01,8.190683507365335458e+01
4.080137409069503462e+01,7.934447910595012843e+01
4.103199707303165411e+01,8.060323847141590647e+01
3.819291335435962509e+01,7.869990455257297413e+01
3.738246079587047177e+01,8.289596403840307914e+01
4.124843210810463034e+01,8.157885367477797445e+01
3.992499086400119523e+01,8.036674746961918459e+01
4.039934695914033824e+01,8.041634965627599740e+01
3.770708046566431904e+01,8.943999121449617462e+01
3.865780125335097495e+01,9.247259944020972000e+01
3.813718162158300373e+01,9.230678011714459785e+01
3.787294666845269830e+01,9.213893805765290779e+01
3.824655095332527566e+01,9.856207172171983188e+01
4.008207338372216100e+01,9.951572518260580580e+01
3.747695060653253307e+01,9.760335958556959213e+01
3.844672510040460622e+01,9.464021526982989485e+01
4.058528465368350879e+01,9.474809395581419835e+01
3.712945894227252097e+01,9.843221776338074847e+01
4.056907772110969290e+01,9.446117192467315249e+01
4.056938439203410951e+01,9.523986556492675959e+01
3.957908426308499372e+01,9.418887677412038784e+01
3.691565307869448986e+01,9.814383798167750683e+01
4.027454965519242336e+01,9.603115070499933381e+01
4.007347753293456805e+01,1.024793085060655073e+02
3.880155206595890149e+01,1.037194339498296358e+02
4.059747929783083009e+01,1.009535097000026411e+02
4.029315132961905022e+01,1.018641796391560916e+02
3.808000467514804654e+01,1.047783544461821634e+02
3.948929398911117516e+01,1.035791494595990798e+02
3.916698260042726076e+01,1.037173416631408429e+02
3.796953658570426882e+01,1.002881502443373165e+02
3.748584686598510984e+01,1.046070317176099138e+02
3.959305675395051338e+01,1.079081262791591342e+02
3.827392620761489184e+01,1.056830043409579076e+02
3.834754995195860516e+01,1.053458544041256602e+02
3.832908469307619015e+01,1.055829592374956860e+02
3.983983214601300205e+01,1.078700512040907711e+02
3.825062958189793250e+01,1.085667971604752182e+02
4.101192994478751785e+01,1.091846231573195354e+02
3.903117091104582670e+01,1.075211564943142974e+02
4.041575658008491700e+01,1.423565186040708284e+02
3.869976815395688874e+01,1.421494155328226157e+02
3.715802027337251445e+01,1.405599387012058799e+02
3.890012685604697396e+01,1.387471570685732729e+02
4.001442792028674234e+01,1.428689197528349268e+02
3.816472313450213250e+01,1.389813996848420459e+02
4.075007724843819545e+01,1.391252334982160619e+02
3.770545334289909789e+01,1.399450504222593565e+02
3.936318562522279052e+01,1.451637655921681187e+02
4.116364451131617130e+01,1.444226337169176873e+02
3.807116457059542824e+01,1.443984212320823701e+02
3.961751051303187410e+01,1.474920753931589275e+02
3.938118647756765967e+01,1.450519259105593051e+02
3.729128813921819585e+01,1.458193976692323020e+02
4.046576920930941412e+01,1.467784368433103168e+02
4.003541986706267153e+01,1.437602590953600838e+02
3.850307115560585913e+01,1.489691796611249401e+02
3.726445036829947810e+01,1.442330605293049075e+02
3.969680850257749682e+01,1.441085437198223644e+02
4.105256925239984866e+01,1.452742555305248402e+02
3.984617503999493238e+01,1.459209528755731071e+02
3.703035940842369200e+01,1.525256759053328892e+02
3.762600793088862616e+01,1.502132443292085213e+02
4.123988701203238350e+01,1.497362797405750712e+02
4.100785320573005777e+01,1.513440686661290897e+02
4.128229571692713762e+01,1.522833921397961205e+02
3.795676532529056857e+01,1.533788485095113572e+02
