5.263178077325491699e+01,7.775737895548876111e+01
5.350690591994949585e+01,8.004578222246105668e+01
5.109975749012920687e+01,8.668205128502259527e+01
5.410514312571498152e+01,8.557339561935575034e+01
5.215237136583479582e+01,9.391138673084192590e+01
5.200095751457606497e+01,9.212222027654766521e+01
5.450673005416898320e+01,9.441764311272314103e+01
5.194133349317257853e+01,9.490904460566248702e+01
5.309748524226032629e+01,9.589608463338632305e+01
5.400691802955365972e+01,9.856576680066146423e+01
5.314700767518447577e+01,9.819512311566170126e+01
5.126373389541925008e+01,9.770043608894447118e+01
5.191078462611960020e+01,9.574840378469761504e+01
5.380666962902351713e+01,1.004960586852170792e+02
5.350037152107732652e+01,1.042609102423187721e+02
5.243289191575571806e+01,1.039670185922218195e+02
5.421777850573664637e+01,1.038967377038704001e+02
5.231573168805307006e+01,1.028654357169401976e+02
5.176283367007345504e+01,1.017095098104780959e+02
5.107951214758306691e+01,1.028281295380966753e+02
5.107902268008300695e+01,1.071290192829632559e+02
5.264647421274531780e+01,1.093510618109269217e+02
5.070389474821971731e+01,1.093311002919634660e+02
5.387900144063090124e+01,1.055825471090129781e+02
5.036755633156823819e+01,1.082065928723215080e+02
5.152333686938862911e+01,1.097936643590909114e+02
5.436455104865704868e+01,1.067893414525453579e+02
5.134184294540707327e+01,1.155226997144155803e+02
5.219273850119560620e+01,1.111998356542690374e+02
5.255591861996558123e+01,1.118147957739080027e+02
5.355469912142148559e+01,1.148699177108247795e+02
5.128349665438337013e+01,1.119121653018704308e+02
5.353263221445219955e+01,1.134823531077457801e+02
5.374142345074717042e+01,1.167507863113712432e+02
5.235597461940237451e+01,1.193421588686140780e+02
5.430004359161731031e+01,1.169539741986198464e+02
5.135427222887050647e+01,1.173699358168066169e+02
5.031174004901263430e+01,1.170357658975924835e+02
5.326532352528248992e+01,1.184294189316499626e+02
5.080395220695611869e+01,1.260970015990853170e+02
5.290794312493755314e+01,1.269873005708649032e+02
5.150882824149160655e+01,1.218373422015381919e+02
5.391514774471307447e+01,1.255877995754927525e+02
5.164097388545943090e+01,1.260896755207708821e+02
5.048398499721869825e+01,1.247062095502362951e+02
5.706234041406732160e+01,7.963096052177510842e+01
5.529101779363519142e+01,7.884918996029358595e+01
5.652073059202164984e+01,8.583735880643897076e+01
